name,namespace,description,created_at,updated_at,url,homepage,rm,archive,lab_project,personal_project,workshops_and_colearning,methods,meta_lab,is_package,uses_targets
fitness_models,WEEL_grp,DeMars fitness models for caribou herds,2017-12-13T14:50:31.060Z,2024-01-18T13:54:31.517Z,https://gitlab.com/WEEL_grp/fitness_models.git,https://gitlab.com/WEEL_grp/fitness_models,,,,,,TRUE,,,
GIS,WEEL_grp,,2018-02-16T16:46:17.169Z,2024-01-18T20:59:28.461Z,https://gitlab.com/WEEL_grp/GIS.git,https://gitlab.com/WEEL_grp/GIS,,,,,,TRUE,,,
global-pig,robitalec,,2018-04-20T15:44:43.913Z,2024-01-19T05:21:20.510Z,https://gitlab.com/robitalec/global-pig.git,https://gitlab.com/robitalec/global-pig,,,TRUE,,,,,,
LapoileSeasonRange,WEEL_grp,,2018-07-04T15:25:34.103Z,2024-01-18T23:38:49.824Z,https://gitlab.com/WEEL_grp/LapoileSeasonRange.git,https://gitlab.com/WEEL_grp/LapoileSeasonRange,,,,,,TRUE,,,
co-occurrence-simulation,qwebber,,2018-09-15T13:12:20.039Z,2024-01-11T12:23:24.657Z,https://gitlab.com/qwebber/co-occurrence-simulation.git,https://gitlab.com/qwebber/co-occurrence-simulation,,,,,,TRUE,,,
NN matrix correlation,qwebber,,2018-09-18T15:38:17.601Z,2024-01-11T13:12:40.810Z,https://gitlab.com/qwebber/nn-matrix-correlation.git,https://gitlab.com/qwebber/nn-matrix-correlation,,,,,,TRUE,,,
view-gpx,WEEL_grp,Use this Rproject to view GPX data from GPS units,2018-09-24T15:11:08.965Z,2024-01-11T14:32:05.869Z,https://gitlab.com/WEEL_grp/view-gpx.git,https://gitlab.com/WEEL_grp/view-gpx,,,,,,TRUE,,,
IRG-in-EE,robitalec,IRG in Earth Engine,2018-10-02T18:01:36.505Z,2024-01-11T17:23:47.394Z,https://gitlab.com/robitalec/irg-in-ee.git,https://gitlab.com/robitalec/irg-in-ee,,,,,,TRUE,,,
argos-RMNP,WEEL_grp,attempts to read in RMNP Argos data,2018-10-19T18:34:36.386Z,2024-01-11T21:15:52.601Z,https://gitlab.com/WEEL_grp/argos-rmnp.git,https://gitlab.com/WEEL_grp/argos-rmnp,,,,,,TRUE,,,
reel,WEEL_grp,**R** package for the (W)ildlife **E**volutionary **E**cology **L**ab,2018-10-23T18:41:51.259Z,2024-01-11T22:14:15.578Z,https://gitlab.com/WEEL_grp/reel.git,https://gitlab.com/WEEL_grp/reel,,,,,,TRUE,,,
funct-resp-ind-diff-RSF,WEEL_grp,,2018-10-24T16:48:58.388Z,2024-01-11T22:28:01.198Z,https://gitlab.com/WEEL_grp/funct-resp-ind-diff-rsf.git,https://gitlab.com/WEEL_grp/funct-resp-ind-diff-rsf,,,,TRUE,,TRUE,,,
toast,robitalec,Very dry.,2018-10-25T15:29:17.952Z,2024-01-11T21:50:45.921Z,https://gitlab.com/robitalec/toast.git,https://gitlab.com/robitalec/toast,,,,,,TRUE,,,
